"GUID","impPercent","impervious"
"4c07d11e-07e8-851d-e053-ca3ca8c0ca7f",0.284699239540927,-0.994230853046564
"4c07d11e-07e9-851d-e053-ca3ca8c0ca7f",0.379886770728026,-0.990130360402826
"4c07d11e-07ea-851d-e053-ca3ca8c0ca7f",0.41123283927446,-0.988780033087034
"4c07d11e-1282-851d-e053-ca3ca8c0ca7f",0.540850847211753,-0.983196342855611
"4c07d11e-1283-851d-e053-ca3ca8c0ca7f",1.28924191022965,-0.950957119815866
"4c07d11e-1284-851d-e053-ca3ca8c0ca7f",1.63875484664848,-0.935900786209951
"4c07d11e-1285-851d-e053-ca3ca8c0ca7f",1.79219038237726,-0.929291083471605
"4c07d11e-1286-851d-e053-ca3ca8c0ca7f",1.14656988835301,-0.957103151432364
"4c07d11e-1287-851d-e053-ca3ca8c0ca7f",0.556047299886451,-0.98254170940072
"4c07d11e-0c2e-851d-e053-ca3ca8c0ca7f",2.50482119821011,-0.898592341928668
"4c07d11e-0c2f-851d-e053-ca3ca8c0ca7f",1.17804485210323,-0.955747271563329
"4c07d11e-0c30-851d-e053-ca3ca8c0ca7f",0.391475747159449,-0.98963112996778
"4c07d11e-0c31-851d-e053-ca3ca8c0ca7f",1.22745353270025,-0.953618842253333
"4c07d11e-05ce-851d-e053-ca3ca8c0ca7f",0.224064865924646,-0.996842863252842
"4c07d11e-05cf-851d-e053-ca3ca8c0ca7f",0.494110894753691,-0.985209808577778
"4c07d11e-05d0-851d-e053-ca3ca8c0ca7f",0.188670369804541,-0.998367588909231
"4c07d11e-05d1-851d-e053-ca3ca8c0ca7f",1.2839829980061,-0.951183663467307
"4c07d11e-05d2-851d-e053-ca3ca8c0ca7f",0.915124256833347,-0.967073376498986
"4c07d11e-05d3-851d-e053-ca3ca8c0ca7f",0.146033047206232,-1.00020432136234
"4c07d11e-05d4-851d-e053-ca3ca8c0ca7f",0.341710427151687,-0.991774922605956
"4c07d11e-05d5-851d-e053-ca3ca8c0ca7f",0.367290262369736,-0.990672993342412
"4c07d11e-05d6-851d-e053-ca3ca8c0ca7f",0.0979644229990022,-1.0022750236644
"4c07d11e-05d7-851d-e053-ca3ca8c0ca7f",0.267570614430692,-0.994968720710384
"4c07d11e-05d8-851d-e053-ca3ca8c0ca7f",0.328179903217478,-0.992357791109491
"4c07d11e-05d9-851d-e053-ca3ca8c0ca7f",0.467483970560883,-0.986356844386106
"4c07d11e-05da-851d-e053-ca3ca8c0ca7f",0.61923616394542,-0.979819656743103
"4c07d11e-05db-851d-e053-ca3ca8c0ca7f",0.566990885096945,-0.982070281156999
"4c07d11e-05dc-851d-e053-ca3ca8c0ca7f",1.44520405166523,-0.944238575846057
"4c07d11e-0674-851d-e053-ca3ca8c0ca7f",0.352171846679907,-0.991324265116645
"4c07d11e-0675-851d-e053-ca3ca8c0ca7f",0.348324106830128,-0.991490018222669
"4c07d11e-0676-851d-e053-ca3ca8c0ca7f",0.921860650881352,-0.966783185820704
"4c07d11e-0677-851d-e053-ca3ca8c0ca7f",0.925929572679149,-0.966607904629021
"4c07d11e-0678-851d-e053-ca3ca8c0ca7f",0.474687320114675,-0.986046538178063
"4c07d11e-0679-851d-e053-ca3ca8c0ca7f",0.335930805899497,-0.992023897383773
"4c07d11e-067a-851d-e053-ca3ca8c0ca7f",1.66520667700943,-0.934761293101392
"4c07d11e-067b-851d-e053-ca3ca8c0ca7f",0.398481563886684,-0.989329333087505
"4c07d11e-067c-851d-e053-ca3ca8c0ca7f",0.108877897655257,-1.00180489252446
"4c07d11e-067d-851d-e053-ca3ca8c0ca7f",0.214134690751633,-0.997270635774518
"4c07d11e-067e-851d-e053-ca3ca8c0ca7f",0.210590237101562,-0.997423323904328
"4c07d11e-067f-851d-e053-ca3ca8c0ca7f",0.603048462377993,-0.980516991261274
"4c07d11e-0680-851d-e053-ca3ca8c0ca7f",0.77563483300545,-0.97308230801714
"4c07d11e-079c-851d-e053-ca3ca8c0ca7f",0.664590360717248,-0.977865886665171
"4c07d11e-079d-851d-e053-ca3ca8c0ca7f",0.77245868970683,-0.973219130057475
"4c07d11e-09b6-851d-e053-ca3ca8c0ca7f",0.590693788029316,-0.981049206464785
"4c07d11e-09b7-851d-e053-ca3ca8c0ca7f",0.692448576282252,-0.976665809233103
"4c07d11e-0549-851d-e053-ca3ca8c0ca7f",0.809480477234544,-0.97162430387045
"4c07d11e-054a-851d-e053-ca3ca8c0ca7f",0.203587229426006,-0.997724999776152
"4c07d11e-054b-851d-e053-ca3ca8c0ca7f",0.553651863196979,-0.982644900127502
"4c07d11e-054c-851d-e053-ca3ca8c0ca7f",0.10617008338392,-1.00192153986641
"4c07d11e-054d-851d-e053-ca3ca8c0ca7f",0.296006236214669,-0.993743769747888
"4c07d11e-054e-851d-e053-ca3ca8c0ca7f",1.35281515905865,-0.948218508614264
