"GUID","householdsTotal","noHeating","yearBuilt","mobHome","oneParent","onePerson","noCar","noInternet","priWater"
"4c07d11e-0259-851d-e053-ca3ca8c0ca7f",59,1,11,0,7,8,1,12,33
"4c07d11e-23da-851d-e053-ca3ca8c0ca7f",88,1,1,0,18,17,7,13,0
"4c07d11e-02f5-851d-e053-ca3ca8c0ca7f",110,2,12,0,15,48,27,36,0
"4c07d11e-031b-851d-e053-ca3ca8c0ca7f",89,0,1,0,4,28,14,17,6
"4c07d11e-23e3-851d-e053-ca3ca8c0ca7f",66,1,12,0,2,26,16,27,0
"4c07d11e-27b8-851d-e053-ca3ca8c0ca7f",52,0,22,0,3,29,10,16,2
"4c07d11e-23d9-851d-e053-ca3ca8c0ca7f",92,2,20,0,8,54,44,38,2
"4c07d11e-031a-851d-e053-ca3ca8c0ca7f",36,0,2,0,2,15,10,14,0
"4c07d11e-27b7-851d-e053-ca3ca8c0ca7f",81,0,16,0,7,28,21,20,0
"4c07d11e-2707-851d-e053-ca3ca8c0ca7f",63,1,16,0,20,15,15,17,1
"4c07d11d-ff0a-851d-e053-ca3ca8c0ca7f",33,2,13,2,1,16,3,16,8
"4c07d11d-ff11-851d-e053-ca3ca8c0ca7f",61,0,21,0,8,18,5,19,34
"4c07d11e-0667-851d-e053-ca3ca8c0ca7f",72,1,19,0,12,18,7,16,31
"4c07d11e-09b3-851d-e053-ca3ca8c0ca7f",123,0,15,0,17,31,10,39,25
"4c07d11e-0319-851d-e053-ca3ca8c0ca7f",57,0,5,0,10,16,7,17,8
"4c07d11d-fe03-851d-e053-ca3ca8c0ca7f",86,3,28,0,7,22,6,35,41
"4c07d11d-fe04-851d-e053-ca3ca8c0ca7f",106,0,34,0,11,22,4,43,47
"4c07d11d-ff12-851d-e053-ca3ca8c0ca7f",78,1,13,1,3,15,5,15,42
"4c07d11e-082e-851d-e053-ca3ca8c0ca7f",84,0,10,0,4,18,3,17,74
"4c07d11e-0886-851d-e053-ca3ca8c0ca7f",104,1,20,0,10,18,6,25,89
"4c07d11d-ff80-851d-e053-ca3ca8c0ca7f",63,2,16,1,6,13,3,16,35
"4c07d11e-09b2-851d-e053-ca3ca8c0ca7f",78,1,10,2,7,18,3,22,29
"4c07d11e-07e9-851d-e053-ca3ca8c0ca7f",95,0,23,1,12,19,5,20,59
"4c07d11e-07ea-851d-e053-ca3ca8c0ca7f",72,0,10,0,5,10,3,19,46
"4c07d11e-07eb-851d-e053-ca3ca8c0ca7f",66,1,17,1,4,15,2,13,48
"4c07d11e-07f3-851d-e053-ca3ca8c0ca7f",63,0,18,0,7,8,0,16,46
"4c07d11d-ff84-851d-e053-ca3ca8c0ca7f",103,2,25,2,8,22,7,28,39
"4c07d11e-2733-851d-e053-ca3ca8c0ca7f",78,1,0,0,5,13,1,4,0
"4c07d11e-23d6-851d-e053-ca3ca8c0ca7f",130,2,1,0,15,34,7,10,2
"4c07d11e-2712-851d-e053-ca3ca8c0ca7f",86,0,0,0,14,11,6,4,0
"4c07d11e-083c-851d-e053-ca3ca8c0ca7f",120,1,22,1,8,22,5,22,27
"4c07d11e-2734-851d-e053-ca3ca8c0ca7f",95,0,0,0,15,14,5,6,0
"4c07d11e-23d7-851d-e053-ca3ca8c0ca7f",74,0,1,0,10,13,3,3,0
"4c07d11e-273f-851d-e053-ca3ca8c0ca7f",119,0,1,0,17,11,7,4,0
"4c07d11e-2740-851d-e053-ca3ca8c0ca7f",84,1,0,0,17,9,10,5,0
"4c07d11e-23b5-851d-e053-ca3ca8c0ca7f",80,0,2,0,10,9,2,5,0
"4c07d11e-23a9-851d-e053-ca3ca8c0ca7f",81,0,2,0,12,21,7,6,0
"4c07d11e-23b6-851d-e053-ca3ca8c0ca7f",109,0,2,0,8,27,16,8,0
"4c07d11e-2728-851d-e053-ca3ca8c0ca7f",102,0,0,0,11,34,14,17,2
"4c07d11e-2713-851d-e053-ca3ca8c0ca7f",66,1,1,0,2,38,16,13,0
"4c07d11e-083b-851d-e053-ca3ca8c0ca7f",38,1,7,0,1,8,3,6,18
"4c07d11e-025c-851d-e053-ca3ca8c0ca7f",93,2,3,0,9,14,5,9,23
"4c07d11e-025e-851d-e053-ca3ca8c0ca7f",117,1,3,0,12,35,8,16,1
"4c07d11e-23cf-851d-e053-ca3ca8c0ca7f",89,1,1,0,4,25,9,10,0
"4c07d11e-2732-851d-e053-ca3ca8c0ca7f",114,2,3,0,15,26,23,15,1
"4c07d11e-23cd-851d-e053-ca3ca8c0ca7f",121,0,2,0,11,36,15,20,1
"4c07d11e-083a-851d-e053-ca3ca8c0ca7f",135,1,9,0,22,15,22,16,19
"4c07d11e-23aa-851d-e053-ca3ca8c0ca7f",90,1,0,0,11,20,6,11,0
"4c07d11e-23ab-851d-e053-ca3ca8c0ca7f",112,1,1,0,16,23,13,20,0
"4c07d11e-025d-851d-e053-ca3ca8c0ca7f",82,0,2,0,2,32,14,21,20
"4c07d11e-025b-851d-e053-ca3ca8c0ca7f",128,0,8,0,32,23,10,20,16
"4c07d11e-23ce-851d-e053-ca3ca8c0ca7f",68,0,1,0,12,14,5,3,0
"4c07d11e-083e-851d-e053-ca3ca8c0ca7f",107,2,8,0,10,13,4,10,52
"4c07d11e-3ac6-851d-e053-ca3ca8c0ca7f",72,1,0,0,10,21,7,4,0
"4c07d11e-23cc-851d-e053-ca3ca8c0ca7f",69,0,0,0,6,13,11,4,1
"4c07d11e-3ab9-851d-e053-ca3ca8c0ca7f",85,1,0,0,15,18,27,14,1
"4c07d11e-271d-851d-e053-ca3ca8c0ca7f",63,3,10,0,3,33,25,19,0
"4c07d11e-3ab6-851d-e053-ca3ca8c0ca7f",106,0,1,0,23,19,31,23,0
"4c07d11e-2729-851d-e053-ca3ca8c0ca7f",93,0,11,0,3,38,20,18,0
"4c07d11e-2706-851d-e053-ca3ca8c0ca7f",78,0,0,0,14,9,16,10,0
"4c07d11e-3aab-851d-e053-ca3ca8c0ca7f",93,0,32,0,14,40,54,44,0
"4c07d11e-2727-851d-e053-ca3ca8c0ca7f",118,2,7,0,10,63,55,48,1
"4c07d11e-3ab8-851d-e053-ca3ca8c0ca7f",81,0,0,0,18,19,19,12,0
"4c07d11e-3ab7-851d-e053-ca3ca8c0ca7f",79,3,0,0,6,40,36,14,1
"4c07d11e-271e-851d-e053-ca3ca8c0ca7f",100,1,0,0,10,19,26,24,1
"4c07d11e-2711-851d-e053-ca3ca8c0ca7f",130,1,9,0,30,32,64,46,0
"4c07d11e-23c3-851d-e053-ca3ca8c0ca7f",78,4,35,0,12,44,44,35,0
"4c07d11e-2705-851d-e053-ca3ca8c0ca7f",59,1,7,0,2,27,26,19,1
"4c07d11e-23b7-851d-e053-ca3ca8c0ca7f",76,3,8,0,13,28,31,18,0
"4c07d11e-23c4-851d-e053-ca3ca8c0ca7f",55,4,13,0,4,27,37,15,1
"4c07d11e-23c2-851d-e053-ca3ca8c0ca7f",87,2,17,0,6,47,31,23,0
"4c07d11e-23c1-851d-e053-ca3ca8c0ca7f",111,0,15,0,12,44,30,33,0
"4c07d11e-271c-851d-e053-ca3ca8c0ca7f",74,1,0,0,13,19,23,12,1
"4c07d11e-0840-851d-e053-ca3ca8c0ca7f",125,0,11,0,8,16,5,12,80
"4c07d11e-0841-851d-e053-ca3ca8c0ca7f",137,1,16,2,12,17,4,21,110
"4c07d11d-ff89-851d-e053-ca3ca8c0ca7f",101,0,16,0,6,24,6,24,53
"4c07d11e-0550-851d-e053-ca3ca8c0ca7f",91,0,4,1,12,19,7,23,7
"4c07d11d-ff8a-851d-e053-ca3ca8c0ca7f",102,3,10,0,10,24,6,20,20
"4c07d11e-0552-851d-e053-ca3ca8c0ca7f",87,0,21,2,12,22,7,27,39
"4c07d11e-235f-851d-e053-ca3ca8c0ca7f",67,0,14,0,11,16,10,16,1
"4c07d11e-3ad9-851d-e053-ca3ca8c0ca7f",66,0,11,0,6,31,25,21,1
"4c07d11e-2367-851d-e053-ca3ca8c0ca7f",91,0,21,0,7,32,16,21,0
"4c07d11e-2738-851d-e053-ca3ca8c0ca7f",79,1,17,0,4,32,24,30,0
"4c07d11e-2368-851d-e053-ca3ca8c0ca7f",91,3,16,0,9,47,22,31,2
"4c07d11e-2374-851d-e053-ca3ca8c0ca7f",51,3,9,1,6,21,7,11,3
"4c07d11e-2369-851d-e053-ca3ca8c0ca7f",129,0,21,0,24,41,41,40,0
"4c07d11e-3ad8-851d-e053-ca3ca8c0ca7f",126,1,0,0,17,50,57,44,1
"4c07d11d-fc94-851d-e053-ca3ca8c0ca7f",95,1,19,1,9,21,4,23,37
"4c07d11e-087d-851d-e053-ca3ca8c0ca7f",67,2,25,1,5,19,3,32,28
"4c07d11e-087f-851d-e053-ca3ca8c0ca7f",96,1,29,0,6,27,6,30,54
"4c07d11d-fd9c-851d-e053-ca3ca8c0ca7f",109,0,24,0,8,17,10,22,72
"4c07d11e-082c-851d-e053-ca3ca8c0ca7f",87,0,14,1,3,23,2,24,53
"4c07d11e-0669-851d-e053-ca3ca8c0ca7f",57,0,12,1,5,15,1,18,20
"4c07d11d-fda1-851d-e053-ca3ca8c0ca7f",71,0,13,0,7,16,2,20,35
"4c07d11e-0831-851d-e053-ca3ca8c0ca7f",56,1,22,1,4,13,3,19,18
"4c07d11d-fda0-851d-e053-ca3ca8c0ca7f",116,1,22,1,8,27,3,31,86
"4c07d11e-0835-851d-e053-ca3ca8c0ca7f",117,2,20,0,10,34,5,27,59
"4c07d11d-fda4-851d-e053-ca3ca8c0ca7f",126,2,30,1,12,29,9,29,100
"4c07d11d-fd9f-851d-e053-ca3ca8c0ca7f",82,2,18,2,7,24,5,30,60
"4c07d11e-0830-851d-e053-ca3ca8c0ca7f",66,0,15,0,4,16,5,17,48
"4c07d11e-0834-851d-e053-ca3ca8c0ca7f",98,1,9,0,9,23,3,30,53
"4c07d11d-fd94-851d-e053-ca3ca8c0ca7f",79,0,21,0,8,15,6,16,44
"4c07d11e-07e3-851d-e053-ca3ca8c0ca7f",72,2,14,0,6,17,3,18,53
"4c07d11d-ff14-851d-e053-ca3ca8c0ca7f",36,3,17,0,0,14,4,19,13
"4c07d11d-ff13-851d-e053-ca3ca8c0ca7f",51,1,20,1,4,17,4,23,17
"4c07d11e-066e-851d-e053-ca3ca8c0ca7f",52,0,11,0,6,14,3,14,31
"4c07d11e-066b-851d-e053-ca3ca8c0ca7f",50,1,8,0,4,11,2,19,25
"4c07d11d-ff02-851d-e053-ca3ca8c0ca7f",62,3,24,0,7,24,10,25,17
"4c07d11e-0878-851d-e053-ca3ca8c0ca7f",74,0,16,1,4,20,5,24,43
"4c07d11e-0876-851d-e053-ca3ca8c0ca7f",69,0,10,0,6,14,9,17,41
"4c07d11e-0668-851d-e053-ca3ca8c0ca7f",104,2,27,1,12,26,4,27,66
"4c07d11e-082f-851d-e053-ca3ca8c0ca7f",110,4,25,0,12,21,6,27,58
"4c07d11d-ff82-851d-e053-ca3ca8c0ca7f",102,1,22,0,12,18,4,23,61
"4c07d11e-054a-851d-e053-ca3ca8c0ca7f",80,0,18,2,6,18,4,25,49
"4c07d11e-0252-851d-e053-ca3ca8c0ca7f",57,0,11,0,4,11,2,12,42
"4c07d11e-07df-851d-e053-ca3ca8c0ca7f",67,0,20,0,5,9,0,22,49
"4c07d11e-07de-851d-e053-ca3ca8c0ca7f",62,2,19,0,4,14,10,19,46
"4c07d11e-09b6-851d-e053-ca3ca8c0ca7f",101,1,19,1,13,19,10,35,74
"4c07d11e-0843-851d-e053-ca3ca8c0ca7f",80,1,14,0,5,19,5,20,60
"4c07d11e-08c7-851d-e053-ca3ca8c0ca7f",71,0,7,0,5,17,7,19,70
"4c07d11e-0888-851d-e053-ca3ca8c0ca7f",72,0,16,0,10,8,1,17,68
"4c07d11e-0962-851d-e053-ca3ca8c0ca7f",72,1,16,1,4,16,4,15,29
"4c07d11d-fd95-851d-e053-ca3ca8c0ca7f",108,1,28,1,8,25,4,23,55
"4c07d11e-07e7-851d-e053-ca3ca8c0ca7f",84,1,24,0,4,20,2,23,32
"4c07d11e-054c-851d-e053-ca3ca8c0ca7f",74,2,19,2,4,15,3,20,13
"4c07d11e-09b4-851d-e053-ca3ca8c0ca7f",75,0,13,0,7,19,1,14,39
"4c07d11e-07e8-851d-e053-ca3ca8c0ca7f",61,1,8,0,7,18,6,22,41
"4c07d11e-07db-851d-e053-ca3ca8c0ca7f",73,1,9,1,7,12,2,15,60
"4c07d11e-07dd-851d-e053-ca3ca8c0ca7f",75,1,12,0,11,15,4,17,58
"4c07d11e-07dc-851d-e053-ca3ca8c0ca7f",57,3,13,0,6,13,3,11,36
"4c07d11d-fd8e-851d-e053-ca3ca8c0ca7f",63,0,14,0,3,18,5,14,52
"4c07d11e-0251-851d-e053-ca3ca8c0ca7f",65,1,17,0,9,12,6,20,44
"4c07d11d-fd90-851d-e053-ca3ca8c0ca7f",78,0,26,0,6,19,10,32,54
"4c07d11d-ff83-851d-e053-ca3ca8c0ca7f",105,1,9,1,14,26,8,22,22
"4c07d11e-0999-851d-e053-ca3ca8c0ca7f",83,0,10,1,7,19,6,11,28
"4c07d11d-fd8b-851d-e053-ca3ca8c0ca7f",114,2,33,2,8,32,4,46,78
"4c07d11e-07e2-851d-e053-ca3ca8c0ca7f",68,1,13,1,6,12,9,22,32
"4c07d11e-07e0-851d-e053-ca3ca8c0ca7f",58,2,18,0,4,18,3,19,43
"4c07d11e-066f-851d-e053-ca3ca8c0ca7f",73,1,6,1,3,14,2,13,37
"4c07d11d-fc96-851d-e053-ca3ca8c0ca7f",61,0,11,1,5,11,1,17,20
"4c07d11e-066c-851d-e053-ca3ca8c0ca7f",62,0,10,0,5,9,4,10,19
"4c07d11e-066d-851d-e053-ca3ca8c0ca7f",85,0,21,0,7,23,4,21,40
"4c07d11e-15d6-851d-e053-ca3ca8c0ca7f",78,1,4,0,15,28,23,25,7
"4c07d11e-15d5-851d-e053-ca3ca8c0ca7f",70,1,16,0,9,24,15,27,2
"4c07d11d-ff05-851d-e053-ca3ca8c0ca7f",49,1,12,0,4,11,5,16,18
"4c07d11e-082d-851d-e053-ca3ca8c0ca7f",94,0,15,1,14,19,7,27,67
"4c07d11e-0848-851d-e053-ca3ca8c0ca7f",61,0,19,0,6,20,7,25,28
"4c07d11d-fda3-851d-e053-ca3ca8c0ca7f",63,1,18,0,5,16,7,24,31
"4c07d11d-fda2-851d-e053-ca3ca8c0ca7f",74,1,19,0,5,15,3,19,41
"4c07d11e-0839-851d-e053-ca3ca8c0ca7f",68,0,14,0,5,10,4,15,40
"4c07d11e-07e5-851d-e053-ca3ca8c0ca7f",88,0,12,1,8,11,0,12,37
"4c07d11e-07e6-851d-e053-ca3ca8c0ca7f",124,1,31,0,12,28,5,19,62
"4c07d11e-0253-851d-e053-ca3ca8c0ca7f",104,1,20,0,18,48,27,34,15
"4c07d11e-0254-851d-e053-ca3ca8c0ca7f",92,1,6,0,23,14,19,20,10
"4c07d11d-ff0b-851d-e053-ca3ca8c0ca7f",39,0,7,0,1,11,4,14,12
"4c07d11e-3ac7-851d-e053-ca3ca8c0ca7f",81,0,0,0,10,35,27,36,0
"4c07d11e-235c-851d-e053-ca3ca8c0ca7f",106,0,10,0,18,35,20,27,2
"4c07d11e-2346-851d-e053-ca3ca8c0ca7f",113,0,3,0,10,34,10,19,9
"4c07d11e-0293-851d-e053-ca3ca8c0ca7f",100,0,5,0,32,17,16,23,11
"4c07d11e-234e-851d-e053-ca3ca8c0ca7f",121,1,0,0,12,18,8,12,8
"4c07d11e-235b-851d-e053-ca3ca8c0ca7f",136,0,5,0,13,30,10,18,2
"4c07d11e-234f-851d-e053-ca3ca8c0ca7f",89,0,9,0,7,19,7,16,2
"4c07d11e-08cc-851d-e053-ca3ca8c0ca7f",72,1,11,2,3,22,5,15,60
"4c07d11e-0297-851d-e053-ca3ca8c0ca7f",122,0,6,0,17,14,9,11,15
"4c07d11e-08cd-851d-e053-ca3ca8c0ca7f",101,1,26,0,9,28,11,16,9
"4c07d11d-fe16-851d-e053-ca3ca8c0ca7f",110,0,8,0,10,16,2,18,55
"4c07d11e-087e-851d-e053-ca3ca8c0ca7f",70,0,16,0,10,17,7,25,31
"4c07d11e-08d4-851d-e053-ca3ca8c0ca7f",85,1,23,0,6,13,6,22,46
"4c07d11d-fe01-851d-e053-ca3ca8c0ca7f",82,1,12,0,4,16,4,13,56
"4c07d11d-fe02-851d-e053-ca3ca8c0ca7f",73,2,25,0,8,15,4,25,43
"4c07d11d-fe00-851d-e053-ca3ca8c0ca7f",74,1,25,0,7,17,5,22,40
"4c07d11e-0847-851d-e053-ca3ca8c0ca7f",87,3,21,0,10,22,4,32,34
"4c07d11e-08ce-851d-e053-ca3ca8c0ca7f",62,0,12,0,8,9,4,13,41
"4c07d11e-08c8-851d-e053-ca3ca8c0ca7f",70,1,16,0,6,11,4,20,53
"4c07d11d-ff10-851d-e053-ca3ca8c0ca7f",103,2,32,0,9,23,5,28,70
"4c07d11e-0623-851d-e053-ca3ca8c0ca7f",56,1,23,0,8,16,6,21,34
"4c07d11e-0624-851d-e053-ca3ca8c0ca7f",70,1,24,0,9,15,4,17,39
"4c07d11e-07f7-851d-e053-ca3ca8c0ca7f",72,1,22,0,6,13,4,13,38
"4c07d11e-07f6-851d-e053-ca3ca8c0ca7f",60,0,15,0,4,9,0,10,37
"4c07d11e-07f4-851d-e053-ca3ca8c0ca7f",72,0,6,0,6,26,6,16,36
"4c07d11d-ff0f-851d-e053-ca3ca8c0ca7f",69,0,8,0,6,16,7,18,23
"4c07d11d-ff0e-851d-e053-ca3ca8c0ca7f",75,1,13,0,6,24,4,30,37
"4c07d11e-0836-851d-e053-ca3ca8c0ca7f",86,0,7,0,10,11,6,21,82
"4c07d11e-0833-851d-e053-ca3ca8c0ca7f",76,0,13,0,7,17,4,14,35
"4c07d11e-083d-851d-e053-ca3ca8c0ca7f",85,0,7,0,10,14,5,15,65
"4c07d11e-0837-851d-e053-ca3ca8c0ca7f",99,1,8,1,8,22,7,22,79
"4c07d11e-025a-851d-e053-ca3ca8c0ca7f",72,0,1,0,6,9,1,4,7
"4c07d11e-2704-851d-e053-ca3ca8c0ca7f",90,0,3,0,16,16,7,8,1
"4c07d11e-0838-851d-e053-ca3ca8c0ca7f",67,0,5,0,4,7,2,14,58
"4c07d11e-274d-851d-e053-ca3ca8c0ca7f",102,2,14,0,16,27,5,14,1
"4c07d11e-0882-851d-e053-ca3ca8c0ca7f",94,0,14,1,2,22,8,29,25
"4c07d11e-0885-851d-e053-ca3ca8c0ca7f",122,1,22,1,15,13,8,21,101
"4c07d11e-274c-851d-e053-ca3ca8c0ca7f",100,0,17,0,9,25,6,18,1
"4c07d11e-0881-851d-e053-ca3ca8c0ca7f",114,0,8,0,15,22,3,18,36
"4c07d11e-0276-851d-e053-ca3ca8c0ca7f",133,3,12,1,23,28,18,28,23
"4c07d11e-2345-851d-e053-ca3ca8c0ca7f",87,0,0,0,9,20,6,10,1
"4c07d11e-07ed-851d-e053-ca3ca8c0ca7f",108,0,21,0,9,15,4,32,81
"4c07d11e-07ec-851d-e053-ca3ca8c0ca7f",108,2,33,1,8,27,8,28,83
"4c07d11e-07ee-851d-e053-ca3ca8c0ca7f",80,0,16,0,9,11,6,21,56
"4c07d11e-07f0-851d-e053-ca3ca8c0ca7f",69,0,10,0,8,13,4,13,49
"4c07d11d-f5cb-851d-e053-ca3ca8c0ca7f",71,3,22,0,7,21,9,33,29
"4c07d11d-ff86-851d-e053-ca3ca8c0ca7f",74,2,20,0,9,16,4,19,52
"4c07d11d-ff87-851d-e053-ca3ca8c0ca7f",89,1,21,0,13,29,13,42,47
"4c07d11e-09b7-851d-e053-ca3ca8c0ca7f",79,2,19,1,7,17,7,17,20
"4c07d11e-09b5-851d-e053-ca3ca8c0ca7f",73,0,11,1,3,13,7,15,27
"4c07d11d-fc38-851d-e053-ca3ca8c0ca7f",58,0,6,0,2,19,7,15,21
"4c07d11e-0622-851d-e053-ca3ca8c0ca7f",85,3,19,1,12,15,4,17,38
"4c07d11e-0b92-851d-e053-ca3ca8c0ca7f",88,2,16,0,8,33,20,27,12
"4c07d11e-08d1-851d-e053-ca3ca8c0ca7f",68,0,20,1,9,10,2,18,43
"4c07d11e-08d2-851d-e053-ca3ca8c0ca7f",81,3,16,0,6,17,4,23,42
"4c07d11e-08d5-851d-e053-ca3ca8c0ca7f",80,0,10,0,8,19,3,12,13
"4c07d11e-2391-851d-e053-ca3ca8c0ca7f",106,0,13,0,22,40,31,35,2
"4c07d11e-2392-851d-e053-ca3ca8c0ca7f",109,0,18,0,12,25,11,16,2
"4c07d11e-0879-851d-e053-ca3ca8c0ca7f",68,1,16,1,6,15,1,21,43
"4c07d11e-087c-851d-e053-ca3ca8c0ca7f",69,0,28,1,6,19,3,34,39
"4c07d11d-fc93-851d-e053-ca3ca8c0ca7f",62,0,20,1,6,11,0,16,26
"4c07d11e-0846-851d-e053-ca3ca8c0ca7f",101,0,16,0,3,27,9,29,71
"4c07d11e-083f-851d-e053-ca3ca8c0ca7f",77,0,14,0,6,12,1,8,57
"4c07d11d-fdff-851d-e053-ca3ca8c0ca7f",90,1,20,4,9,27,5,24,52
"4c07d11d-ff15-851d-e053-ca3ca8c0ca7f",63,1,11,1,3,20,3,22,18
"4c07d11e-23c6-851d-e053-ca3ca8c0ca7f",41,2,18,0,5,20,18,21,3
"4c07d11e-02dd-851d-e053-ca3ca8c0ca7f",47,0,9,0,3,12,8,17,3
"4c07d11e-08ca-851d-e053-ca3ca8c0ca7f",108,1,25,1,11,24,9,32,53
"4c07d11e-08cb-851d-e053-ca3ca8c0ca7f",96,1,22,1,9,13,2,20,58
"4c07d11e-0969-851d-e053-ca3ca8c0ca7f",51,0,15,0,4,16,9,26,14
"4c07d11e-096a-851d-e053-ca3ca8c0ca7f",56,1,12,1,4,14,3,21,13
"4c07d11e-082a-851d-e053-ca3ca8c0ca7f",85,2,10,2,13,17,6,22,47
"4c07d11d-fdfe-851d-e053-ca3ca8c0ca7f",106,0,29,4,5,27,9,36,55
"4c07d11d-ff16-851d-e053-ca3ca8c0ca7f",52,0,10,0,3,16,7,22,21
"4c07d11e-02f6-851d-e053-ca3ca8c0ca7f",39,0,9,0,3,14,6,11,1
"4c07d11e-23e4-851d-e053-ca3ca8c0ca7f",51,0,0,0,9,29,12,19,0
"4c07d11e-087b-851d-e053-ca3ca8c0ca7f",78,1,18,0,2,21,5,23,39
"4c07d11e-054f-851d-e053-ca3ca8c0ca7f",89,1,15,0,4,15,4,13,39
"4c07d11d-f5ce-851d-e053-ca3ca8c0ca7f",94,1,28,0,1,15,5,18,75
"4c07d11e-279e-851d-e053-ca3ca8c0ca7f",86,1,2,0,9,19,5,14,1
"4c07d11e-27a7-851d-e053-ca3ca8c0ca7f",66,0,7,0,12,20,18,17,0
"4c07d11e-238d-851d-e053-ca3ca8c0ca7f",102,0,1,0,34,33,35,34,0
"4c07d11e-2384-851d-e053-ca3ca8c0ca7f",107,1,3,0,17,20,7,9,1
"4c07d11e-27a8-851d-e053-ca3ca8c0ca7f",119,0,2,0,9,38,10,17,1
"4c07d11e-279d-851d-e053-ca3ca8c0ca7f",72,1,4,0,3,21,6,16,1
"4c07d11d-fd9a-851d-e053-ca3ca8c0ca7f",74,0,10,2,7,16,6,20,59
"4c07d11e-2383-851d-e053-ca3ca8c0ca7f",64,0,0,0,15,7,3,3,1
"4c07d11e-27a6-851d-e053-ca3ca8c0ca7f",77,0,2,0,6,25,12,14,3
"4c07d11e-082b-851d-e053-ca3ca8c0ca7f",76,0,7,0,10,19,8,15,58
"4c07d11e-2382-851d-e053-ca3ca8c0ca7f",88,0,9,0,10,22,10,15,0
"4c07d11d-fd9b-851d-e053-ca3ca8c0ca7f",75,1,19,1,6,18,3,22,50
"4c07d11e-07f5-851d-e053-ca3ca8c0ca7f",118,0,9,1,12,18,1,11,20
"4c07d11e-2379-851d-e053-ca3ca8c0ca7f",74,1,17,0,7,32,20,26,2
"4c07d11e-07f2-851d-e053-ca3ca8c0ca7f",83,0,19,0,4,18,9,20,74
"4c07d11e-07f1-851d-e053-ca3ca8c0ca7f",58,0,4,0,4,13,5,4,15
"4c07d11e-07ef-851d-e053-ca3ca8c0ca7f",117,2,22,1,9,20,5,19,108
"4c07d11d-fd98-851d-e053-ca3ca8c0ca7f",113,0,18,0,14,12,2,21,109
"4c07d11e-0844-851d-e053-ca3ca8c0ca7f",104,0,27,0,10,23,11,28,51
"4c07d11d-fdfd-851d-e053-ca3ca8c0ca7f",105,2,26,0,8,27,7,27,61
"4c07d11e-0845-851d-e053-ca3ca8c0ca7f",60,0,16,0,3,15,6,26,23
"4c07d11d-f6e2-851d-e053-ca3ca8c0ca7f",53,1,14,0,3,20,3,14,3
"4c07d11e-0192-851d-e053-ca3ca8c0ca7f",51,0,9,0,2,18,3,14,5
"4c07d11d-f6e3-851d-e053-ca3ca8c0ca7f",74,0,13,0,3,19,3,15,16
"4c07d11d-f4e0-851d-e053-ca3ca8c0ca7f",65,0,23,0,9,17,10,22,18
"4c07d11d-f5e0-851d-e053-ca3ca8c0ca7f",70,1,30,0,8,21,3,22,29
"4c07d11d-fd63-851d-e053-ca3ca8c0ca7f",61,1,22,0,7,23,5,18,5
"4c07d11d-f6eb-851d-e053-ca3ca8c0ca7f",112,5,34,0,15,36,5,34,67
"4c07d11d-f68f-851d-e053-ca3ca8c0ca7f",78,1,35,0,9,23,7,26,15
"4c07d11e-00ad-851d-e053-ca3ca8c0ca7f",52,0,13,0,3,13,0,13,43
"4c07d11d-f945-851d-e053-ca3ca8c0ca7f",77,0,0,0,10,15,3,6,1
"4c07d11e-0035-851d-e053-ca3ca8c0ca7f",89,1,6,0,5,11,4,16,56
"4c07d11e-19e7-851d-e053-ca3ca8c0ca7f",82,1,0,0,15,9,8,15,0
"4c07d11e-08f6-851d-e053-ca3ca8c0ca7f",99,2,3,0,24,22,23,25,13
"4c07d11d-f5e7-851d-e053-ca3ca8c0ca7f",100,3,32,0,10,23,5,36,44
"4c07d11d-ffb1-851d-e053-ca3ca8c0ca7f",81,0,20,0,7,17,4,26,34
"4c07d11e-08b3-851d-e053-ca3ca8c0ca7f",97,2,3,0,20,29,10,42,35
"4c07d11d-f4d9-851d-e053-ca3ca8c0ca7f",74,4,14,0,5,23,4,19,57
"4c07d11d-f944-851d-e053-ca3ca8c0ca7f",117,2,10,0,11,23,12,24,3
"4c07d11d-f94e-851d-e053-ca3ca8c0ca7f",105,0,0,0,3,3,0,2,1
"4c07d11e-19e8-851d-e053-ca3ca8c0ca7f",90,0,1,0,9,10,1,5,0
"4c07d11d-f5f1-851d-e053-ca3ca8c0ca7f",112,1,28,0,10,15,7,18,37
"4c07d11d-f943-851d-e053-ca3ca8c0ca7f",113,1,2,0,4,15,0,9,2
"4c07d11e-094c-851d-e053-ca3ca8c0ca7f",84,2,8,1,11,12,8,13,6
"4c07d11e-19db-851d-e053-ca3ca8c0ca7f",123,0,0,0,19,26,15,24,0
"4c07d11e-00a0-851d-e053-ca3ca8c0ca7f",81,0,5,0,2,15,4,9,6
"4c07d11e-094d-851d-e053-ca3ca8c0ca7f",72,0,5,0,5,12,2,8,1
"4c07d11d-f9bb-851d-e053-ca3ca8c0ca7f",69,0,1,0,8,14,6,6,0
"4c07d11e-19e6-851d-e053-ca3ca8c0ca7f",86,0,0,0,11,16,11,7,0
"4c07d11e-19dc-851d-e053-ca3ca8c0ca7f",114,0,1,0,10,29,12,21,0
"4c07d11e-19da-851d-e053-ca3ca8c0ca7f",107,2,3,0,11,33,18,22,0
"4c07d11e-1a79-851d-e053-ca3ca8c0ca7f",135,0,0,0,17,27,5,9,1
