"GUID","noHeating_pct_Z","yearBuilt_pct_Z","mobHome_pct_Z","oneParent_pct_Z","onePerson_pct_Z","noCar_pct_Z","noInternet_pct_Z","priWater_pct_Z"
"4c07d11e-11d3-851d-e053-ca3ca8c0ca7f",-0.352067594880455,0.306775160137893,0.412694345982801,-0.0886218037582259,-0.564943748109112,-0.729999841873162,-0.103179165524493,3.05352798131549
"4c07d11e-123a-851d-e053-ca3ca8c0ca7f",0.173227428823436,0.214106323540372,-0.226108503651383,-0.903645511140327,-0.669815440156213,-0.584532742180685,0.10456863970748,2.51819679193001
"4c07d11e-14b1-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.473193103576887,0.366737306440773,0.636737740048519,-0.875283479490701,-0.65547965547292,-0.662727117132711,-0.248383174605733
"4c07d11e-14b2-851d-e053-ca3ca8c0ca7f",-0.767926155312702,0.16574758599555,-0.226108503651383,-0.82168685188335,-0.421720919488152,-0.916627272843972,-0.392430056523708,1.13075388786928
"4c07d11d-f709-851d-e053-ca3ca8c0ca7f",0.52474262289838,0.554971333338241,-0.226108503651383,-0.0899836409264838,0.000268343164821767,-0.901598283147215,0.55847963793826,2.47436053883309
"4c07d11e-1237-851d-e053-ca3ca8c0ca7f",-0.297349363244633,0.712201320252046,-0.226108503651383,-0.647835150429157,-0.35336050976847,-0.809941220983443,0.415287096228344,0.500861104856078
"4c07d11e-0a04-851d-e053-ca3ca8c0ca7f",-0.241987387707213,-0.5476860243716,-0.226108503651383,0.187310438951429,-0.846657901255246,-0.978997580085512,-0.987515347182027,-0.543830590235779
"4c07d11e-1234-851d-e053-ca3ca8c0ca7f",-0.767926155312702,0.740663891492713,-0.226108503651383,-0.212957537220167,-0.755710349832886,-0.887224128001531,0.21553951703636,-0.0158238517312247
"4c07d11e-1493-851d-e053-ca3ca8c0ca7f",0.882712438402987,-0.270195273262363,1.04166945946877,0.123531475715296,0.602089953132986,-0.287166941298584,1.45141364162676,-0.354289709746965
"4c07d11e-10d9-851d-e053-ca3ca8c0ca7f",-0.088865974353716,0.843345319386259,0.816999947017094,-1.30193252845012,-0.118022191283914,-0.491088087993465,0.559830175685835,3.30296955808151
"4c07d11e-10d7-851d-e053-ca3ca8c0ca7f",-0.00155823680184643,0.253953923277306,-0.226108503651383,-0.62956298180693,-0.240340891772847,-0.795450675917551,0.342046317191283,2.68287725618094
"4c07d11d-f701-851d-e053-ca3ca8c0ca7f",0.595948953901533,0.561928592430558,-0.226108503651383,-0.311813066444145,-0.491474314132612,-0.761230066665898,0.344190500244757,3.42367767084364
"4c07d11d-f663-851d-e053-ca3ca8c0ca7f",0.398285894595122,1.27851367520901,0.669604187683505,-0.878620584549017,-0.0162672143554388,-0.7695147003286,0.531806517423668,3.02722947694478
"4c07d11e-10d8-851d-e053-ca3ca8c0ca7f",-0.0123521511470697,0.957741107363435,-0.226108503651383,-1.05496994987088,-0.267561109628131,-0.617074107078266,-0.0606373002032609,2.92663623561575
"4c07d11e-10d6-851d-e053-ca3ca8c0ca7f",-0.105632892402086,0.590444765500304,0.791244182803058,-0.771003101882683,-1.05952382665223,-0.741066408015933,-0.588793841973337,3.41078778045677
"4c07d11e-0a22-851d-e053-ca3ca8c0ca7f",-0.088865974353716,1.84962331274301,-0.226108503651383,0.174643730844733,0.68112665191045,-0.0844968445834264,0.6719248087345,-0.0239927323550645
"4c07d11e-1d96-851d-e053-ca3ca8c0ca7f",-0.35526650688378,-0.226516173550724,1.04166945946877,1.02083551020986,0.0470766906067901,0.206997800692078,0.906461271728633,-0.543830590235779
"4c07d11e-1246-851d-e053-ca3ca8c0ca7f",-0.136799634186115,-0.213669379517889,0.743368762264025,-0.641816083118306,-0.899710639584956,-0.903419443075175,-0.952787990276755,1.24380006692343
"4c07d11e-14cf-851d-e053-ca3ca8c0ca7f",-0.121591766207161,0.281319142373755,-0.226108503651383,-0.441337630337007,-0.325718362234601,-0.746799689270622,-0.0816752544119535,0.0499119269580973
"4c07d11e-14af-851d-e053-ca3ca8c0ca7f",0.809890147503765,-0.492016583562648,-0.226108503651383,-0.813359501477561,0.391239326437985,-0.601106895033829,-0.466604993602932,0.422456251471902
"4c07d11e-1da6-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,-0.590988403604452,0.332291839404974,-0.0272728918071988,-0.616125558056191,-0.543830590235779
"4c07d11e-1242-851d-e053-ca3ca8c0ca7f",-0.266563965632703,0.551135087670514,1.3141824795787,-0.308348503504052,0.102837368851244,-0.498687924318886,0.22145104975388,1.72062198507451
"4c07d11e-14cc-851d-e053-ca3ca8c0ca7f",-0.35526650688378,-0.270195273262363,1.04166945946877,0.0113684714034749,0.393959979685662,-0.385999889696717,-0.0472053755930957,-0.543830590235779
"4c07d11e-0a25-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.809825669699828,-0.226108503651383,-1.11736049603827,0.566962531454113,0.728685642236651,-1.34577858614149,-0.491846804447708
"4c07d11e-1da5-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,-0.374970765670575,-0.268972528331738,-0.764859525222891,-1.38687995159267,-0.543830590235779
"4c07d11e-0a1a-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.752650783713649,-0.226108503651383,0.814353615908556,-0.225699713987051,-0.0299766551261711,-1.07828003000263,-0.403828803511087
"4c07d11e-2df1-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,2.09821076251116,-1.19132024890744,-0.104964703095224,-0.416994483738256,-0.543830590235779
"4c07d11e-2df2-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,1.19923650919402,-0.96571325892428,0.386764817069784,-0.775596436933314,-0.543830590235779
"4c07d11e-1d57-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,1.1236515974957,-0.744973486123302,-0.604255984075926,-0.870310517626731,-0.543830590235779
"4c07d11e-1d73-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.795668078884203,-0.226108503651383,-0.124586685338126,-0.259862462153909,-0.686991141636484,-0.809932272098245,-0.543830590235779
"4c07d11e-1d82-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.827623783868043,-0.226108503651383,-0.00465481492678518,-0.111498527257837,-0.550721470360271,-1.1760352846678,-0.543830590235779
"4c07d11e-1d81-851d-e053-ca3ca8c0ca7f",0.0637909655517925,-0.749649577073843,-0.226108503651383,0.702605590999581,-0.634858209473846,-0.829598937158102,-0.652355972398578,-0.543830590235779
"4c07d11e-2e4e-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,0.411950629659978,-0.347709528868689,-0.826041826612211,-1.04952848451287,-0.494941077411283
"4c07d11e-14cd-851d-e053-ca3ca8c0ca7f",-0.288946206243417,-0.780304759180434,-0.226108503651383,-1.02013058610702,1.28966218684289,0.454962608726679,0.610873267520495,0.666184852170492
"4c07d11e-0a4f-851d-e053-ca3ca8c0ca7f",0.173227428823436,-0.88170266922531,-0.226108503651383,-0.647835150429157,0.991572944379438,0.14804481392828,0.803685166879424,-0.543830590235779
"4c07d11e-2e4d-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.836276405525206,-0.226108503651383,1.59511009228639,0.208030536739387,0.254437615923182,-0.0526548992920773,-0.478123084999657
"4c07d11e-1d80-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.827623783868043,-0.226108503651383,1.10629303730458,-0.283288346611184,-0.30599226480299,-0.0796430166584608,-0.543830590235779
"4c07d11e-1d74-851d-e053-ca3ca8c0ca7f",-0.0123521511470697,-0.721751036478463,-0.226108503651383,-0.438863306467919,-0.775671842926761,-0.798035843581889,-0.808987385626751,-0.543830590235779
"4c07d11e-2e42-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,0.526089107628954,-0.443311739981424,-0.714991759022007,-1.31813881360894,-0.543830590235779
"4c07d11e-1d66-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,-0.233494425333599,-1.02972720957608,-0.707554975330077,-1.43261245681299,-0.543830590235779
"4c07d11e-1d72-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.821931269619909,1.50874555114461,0.170758003846589,-0.369183256287857,-0.302772143677237,1.02118808644403,-0.543830590235779
"4c07d11e-1d75-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.814899340254568,-0.226108503651383,1.41670493719276,-0.263077779628437,-0.601106895033829,-0.431877636697659,-0.543830590235779
"4c07d11e-1da7-851d-e053-ca3ca8c0ca7f",-0.0228462345382591,-0.802837628079295,-0.226108503651383,0.151572226793251,0.0817650195146772,-0.532876632455052,-0.452135261559068,-0.543830590235779
"4c07d11e-1d9a-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.809825669699828,-0.226108503651383,1.09750389290402,-0.688842793565603,-0.32845159062945,-0.112737622606162,-0.543830590235779
"4c07d11e-1d46-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,1.44335245849129,-1.12222309549209,0.455519486469907,-0.306454561272789,-0.543830590235779
"4c07d11e-2e21-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,1.55360978069101,-1.21904731453109,0.132873089393479,-1.00087202291482,-0.50434290680061
"4c07d11e-1d3a-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,1.59712129098439,-0.0996509535093309,0.38705552852086,-0.104362736228963,-0.473025088903751
"4c07d11e-0a41-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.647062877385927,-0.226108503651383,-0.10450240081948,-0.0859430169408106,-0.501168862623466,-0.584276202951378,-0.475950936066231
"4c07d11e-1db4-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.807958734647218,-0.226108503651383,0.411950629659978,-0.884552714347896,-0.812136758114638,-0.992025393533362,-0.49049657624542
"4c07d11e-1dbf-851d-e053-ca3ca8c0ca7f",-0.18482013035879,-0.88170266922531,-0.226108503651383,0.230817827665733,-0.50642838370602,-0.560031820571689,-1.39329696319473,-0.543830590235779
"4c07d11e-1dc9-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.685899808448997,-0.226108503651383,0.507721996231648,-0.41064976440763,-0.0929090772057031,-0.257043357105594,-0.543830590235779
"4c07d11e-1d58-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.794344469802032,0.407780477908692,-0.773772558779271,-0.438559914103631,-0.435416363895783,-0.455919653016694,-0.543830590235779
"4c07d11e-1d67-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,-0.607864781568036,-0.294025210320768,-0.644406869362667,-1.22083977638933,-0.543830590235779
"4c07d11e-2e41-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,-0.115749600149922,-1.45145911821394,-0.893342358140463,-1.20977043137577,-0.543830590235779
"4c07d11e-1d65-851d-e053-ca3ca8c0ca7f",-0.309415434836122,-0.833170336212378,-0.226108503651383,-0.050944308769759,0.216664076378683,-0.210296870322259,-0.0926180730846068,-0.543830590235779
"4c07d11e-0a57-851d-e053-ca3ca8c0ca7f",1.02026565454596,-0.692426570474874,-0.226108503651383,0.597108605031873,0.332291839404974,-0.0510660090141566,-0.00936146101683676,-0.543830590235779
"4c07d11e-0a4e-851d-e053-ca3ca8c0ca7f",-0.352067594880455,-0.837684971841488,-0.226108503651383,0.476540621068779,0.413858710997164,0.863585682685873,-0.0345320646652323,-0.543830590235779
"4c07d11e-14cb-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.642617070803707,-0.226108503651383,-0.750159294713625,0.0105626601774349,-0.708507405522201,-0.190613893987341,0.0613701158864002
"4c07d11e-14ca-851d-e053-ca3ca8c0ca7f",-0.297349363244633,-0.533036171527139,-0.226108503651383,-0.00830924865123065,-0.116019311977662,-0.584532742180685,0.49296671035856,0.10459873775227
"4c07d11e-2e22-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,0.6843464972744,-0.091676625024759,0.206997800692078,-0.0472053755930957,-0.543830590235779
"4c07d11e-1d3b-851d-e053-ca3ca8c0ca7f",-0.390139153229886,-0.841714761038598,-0.226108503651383,2.53898546997972,-0.648644159602103,0.242494141313943,-0.0606373002032609,-0.543830590235779
"4c07d11e-1d56-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.839641313947436,-0.226108503651383,2.00122325160208,-1.03725477599531,0.163072045848464,0.0234365982825878,-0.543830590235779
"4c07d11e-2e31-851d-e053-ca3ca8c0ca7f",-0.338760120946623,-0.88170266922531,-0.226108503651383,1.47846056780209,-0.0805763597742348,1.28230027926376,1.08084603009603,-0.543830590235779
"4c07d11e-1d48-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,-0.455977379895779,0.2696601344324,-0.443652442928961,-0.113905275033752,-0.543830590235779
"4c07d11e-2e32-851d-e053-ca3ca8c0ca7f",-0.171862218693148,-0.755518603391686,-0.226108503651383,-0.374970765670575,0.532713295317211,0.519968803952831,-0.599726528406479,-0.49820037826625
"4c07d11e-0a3a-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.663307170667115,-0.226108503651383,-1.11026157171473,0.602089953132986,-0.814275999421957,0.361508901830502,-0.543830590235779
"4c07d11e-1d49-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,1.55485052188915,-1.29502396413023,-0.183086225728869,-0.820024997506153,-0.507487943534384
"4c07d11e-1db3-851d-e053-ca3ca8c0ca7f",-0.0620609672105983,-0.88170266922531,-0.226108503651383,1.20678996472683,-1.34228216723017,-0.133715784575168,-0.86642653692022,-0.489794812903442
"4c07d11e-2e01-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.88170266922531,-0.226108503651383,0.902074682114994,-0.581394209606696,0.0602018038066168,-0.249559012944975,-0.483437662629049
"4c07d11e-1d04-851d-e053-ca3ca8c0ca7f",0.0973279462318123,-0.606947042006935,-0.226108503651383,-1.20071560745007,0.590900169614312,0.782460613139269,-0.967911194090341,-0.543830590235779
"4c07d11e-1d38-851d-e053-ca3ca8c0ca7f",0.173227428823436,0.413344322225042,-0.226108503651383,0.24750111205994,1.94093773554267,1.72590416554759,0.88136478100964,-0.507806738680888
"4c07d11e-2e1f-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.772504919946213,-0.226108503651383,-1.67107659327384,2.33650639852735,1.36828494437013,0.361508901830502,-0.543830590235779
"4c07d11e-3a26-851d-e053-ca3ca8c0ca7f",-0.0123521511470697,-0.481823587358192,-0.226108503651383,-0.0281255441992788,1.51082645691707,1.01158152145434,-0.310087328677758,-0.543830590235779
"4c07d11e-2e1e-851d-e053-ca3ca8c0ca7f",-0.0330528087954433,-0.492779178642222,-0.226108503651383,-1.27159192038242,3.13956497187433,0.869043167359021,0.380171654224274,-0.487574164519921
"4c07d11e-2e10-851d-e053-ca3ca8c0ca7f",0.681959095924052,0.959902615914068,-0.226108503651383,-0.488817899176267,2.45838431090641,1.10450781857782,0.471972220053097,-0.488334386489054
"4c07d11e-1dca-851d-e053-ca3ca8c0ca7f",-0.767926155312702,-0.577508939090681,-0.226108503651383,0.802518233960069,0.645450364267845,-0.118621466798197,-0.733261484125564,-0.507163455617407
"4c07d11e-1d03-851d-e053-ca3ca8c0ca7f",0.93511366360031,0.199875037920039,-0.226108503651383,-0.745286716414365,1.83545275874675,0.652530456963025,0.145257961394736,-0.413458556037124
"4c07d11e-0a39-851d-e053-ca3ca8c0ca7f",-0.0620609672105983,-0.582845671198306,-0.226108503651383,-0.519929970073572,0.556447415096292,-0.218243964126202,-0.86642653692022,-0.543830590235779
"4c07d11e-2e20-851d-e053-ca3ca8c0ca7f",0.643804220891506,1.21029631696372,-0.226108503651383,-0.903645511140327,2.69251819521356,2.31760142240483,0.531806517423668,-0.543830590235779
"4c07d11e-1d2c-851d-e053-ca3ca8c0ca7f",0.157000642890055,-0.392195517284527,-0.226108503651383,-0.288377488395357,1.01476145220958,2.01155111713384,-0.231596586959489,-0.543830590235779
"4c07d11e-0a42-851d-e053-ca3ca8c0ca7f",0.198664012178467,0.499501294629223,-0.226108503651383,0.824802872043257,1.23960518711578,1.22025811850356,0.312414093731571,-0.543830590235779
"4c07d11e-2e3f-851d-e053-ca3ca8c0ca7f",0.0835937541438041,0.920926842683605,-0.226108503651383,0.643398098874847,2.83756003830794,2.18208799169603,1.41032596294397,-0.543830590235779
"4c07d11e-1d47-851d-e053-ca3ca8c0ca7f",0.681959095924052,0.0390999733443789,-0.226108503651383,-0.0947316678104098,0.386459800462335,1.36494599341074,0.112966435829666,-0.488334386489054
"4c07d11e-2e2f-851d-e053-ca3ca8c0ca7f",0.93511366360031,2.54329340340163,-0.226108503651383,0.643398098874847,1.26282002756893,1.77420598243389,1.55088907422722,-0.543830590235779
"4c07d11e-2e30-851d-e053-ca3ca8c0ca7f",-0.0330528087954433,0.0517137081741004,-0.226108503651383,-0.27288023815388,0.545068042599472,0.0770257041685067,0.0162479825457274,-0.543830590235779
"4c07d11e-2e2d-851d-e053-ca3ca8c0ca7f",1.3154041086003,-0.771444747623115,-0.226108503651383,2.00961228608494,-0.509283691488644,1.20396317336839,1.06915336274191,-0.543830590235779
