"GUID","impPercent","impervious"
"4c07d11d-f71d-851d-e053-ca3ca8c0ca7f",0.134424218601968,-1.00017941445439
"4c07d11d-f71e-851d-e053-ca3ca8c0ca7f",0.353246767438796,-0.990772567763958
"4c07d11d-f71f-851d-e053-ca3ca8c0ca7f",0.448280931433105,-0.986687194406414
"4c07d11d-f720-851d-e053-ca3ca8c0ca7f",0.238762655962884,-0.995694064615489
"4c07d11d-f564-851d-e053-ca3ca8c0ca7f",0.0530285324738608,-1.00367849050821
"4c07d11d-f565-851d-e053-ca3ca8c0ca7f",0.0386064223855043,-1.00429847496262
"4c07d11d-f566-851d-e053-ca3ca8c0ca7f",0.0283401521030268,-1.00473980622004
"4c07d11d-f567-851d-e053-ca3ca8c0ca7f",0.132732937076757,-1.00025212006038
"4c07d11d-f568-851d-e053-ca3ca8c0ca7f",0.0486185541714389,-1.00386806873047
"4c07d11d-f569-851d-e053-ca3ca8c0ca7f",0.0208783488148475,-1.00506057773074
"4c07d11d-f56a-851d-e053-ca3ca8c0ca7f",0.104459168168087,-1.00146756614169
"4c07d11d-f56b-851d-e053-ca3ca8c0ca7f",0.0634741900434343,-1.00322944766568
"4c07d11d-f56c-851d-e053-ca3ca8c0ca7f",0.113817121367011,-1.00106528204644
"4c07d11d-f56d-851d-e053-ca3ca8c0ca7f",0.41977486101296,-0.987912626774396
"4c07d11d-f56e-851d-e053-ca3ca8c0ca7f",0.0697377397256959,-1.0029601872448
"4c07d11d-f56f-851d-e053-ca3ca8c0ca7f",0.0169830911334397,-1.00522802890076
"4c07d11d-f570-851d-e053-ca3ca8c0ca7f",0.103418448414258,-1.00151230509215
"4c07d11d-f571-851d-e053-ca3ca8c0ca7f",0.0525541264411514,-1.00369888449796
"4c07d11d-f572-851d-e053-ca3ca8c0ca7f",0.0202687024020195,-1.00508678549759
"4c07d11d-f573-851d-e053-ca3ca8c0ca7f",0.0192551110517271,-1.00513035823947
"4c07d11d-f574-851d-e053-ca3ca8c0ca7f",0.0865668227793396,-1.00223673070402
"4c07d11d-f575-851d-e053-ca3ca8c0ca7f",0.111971953994822,-1.00114460296963
"4c07d11d-f576-851d-e053-ca3ca8c0ca7f",0.276271929696686,-0.994081598307245
"4c07d11d-f577-851d-e053-ca3ca8c0ca7f",0.0135470927129158,-1.00537573721757
"4c07d11d-f578-851d-e053-ca3ca8c0ca7f",0.0421351828227608,-1.00414677894858
"4c07d11d-f465-851d-e053-ca3ca8c0ca7f",0.0164026853119098,-1.00525297965931
"4c07d11d-f466-851d-e053-ca3ca8c0ca7f",0.0590204648030952,-1.0034209065019
"4c07d11d-f467-851d-e053-ca3ca8c0ca7f",0.0555884134206271,-1.00356844514158
"4c07d11d-f468-851d-e053-ca3ca8c0ca7f",0.163274539589663,-0.998939183281034
"4c07d11d-f469-851d-e053-ca3ca8c0ca7f",0.0576202808173764,-1.00348109826989
"4c07d11d-f46a-851d-e053-ca3ca8c0ca7f",0.188227881653196,-0.997866477271286
"4c07d11d-f46b-851d-e053-ca3ca8c0ca7f",0.0481492004014373,-1.00388824553117
"4c07d11d-f46c-851d-e053-ca3ca8c0ca7f",1.32408735601032,-0.949037615739647
"4c07d11d-f46d-851d-e053-ca3ca8c0ca7f",0.165019826877576,-0.998864156049903
"4c07d11d-f46e-851d-e053-ca3ca8c0ca7f",0.167359501582314,-0.998763577012825
"4c07d11d-f46f-851d-e053-ca3ca8c0ca7f",0.361408453803686,-0.990421709350243
"4c07d11d-f470-851d-e053-ca3ca8c0ca7f",0.157561227525324,-0.9991847898283
"4c07d11d-f471-851d-e053-ca3ca8c0ca7f",0.0392123525325083,-1.00427242695236
"4c07d11d-f472-851d-e053-ca3ca8c0ca7f",0.0722960005489128,-1.00285021152481
"4c07d11d-f473-851d-e053-ca3ca8c0ca7f",0.0629334955701859,-1.00325269129411
"4c07d11d-f474-851d-e053-ca3ca8c0ca7f",0.0434698044455588,-1.00408940560629
"4c07d11d-f475-851d-e053-ca3ca8c0ca7f",0.012480506789029,-1.00542158811512
"4c07d11d-f476-851d-e053-ca3ca8c0ca7f",0.0447326337947811,-1.00403511850403
"4c07d11d-f477-851d-e053-ca3ca8c0ca7f",0.0209178995445326,-1.00505887750536
